Work ID,Work Description,Category,MP Name,Constituency,State,House,Final Amount (₹),Completed Date,Has Images,Average Rating,IDA
36405,LED SEMI HIGH MAST LIGHT(6 LED),Normal/Others,Shri Baburam Nishad (2022-28),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,239120.7,2024-09-07T00:00:00.000Z,True,,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)
36266,LED SEMI HIGH MASK LIGHT(6 LED),Normal/Others,Shri Baburam Nishad (2022-28),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,243000.0,2024-09-08T00:00:00.000Z,True,,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)
38760,"Link road development work, Ramohalli Village, Ramohalli Grama Panchayat, Bangalore South Taluk, Bangalore Urban.",Normal/Others,Shri Jaggesh (2022-28),Sitting Rajya Sabha,Karnataka,Rajya Sabha,499821.0,2024-09-18T00:00:00.000Z,False,,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)
49092,Work of installing high mast light near Gram Panchayat Guradah Shiv Temple.,Normal/Others,Shri Hardeep Singh Puri (2020-26),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,696581.14,2024-09-19T00:00:00.000Z,False,,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)
47530,Installation of solar water pump near the house of Gram Panchayat Cati Markundi Tola-Badi Ramkumar and Shivkumar Gond.,Normal/Others,Shri Hardeep Singh Puri (2020-26),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,488490.56,2024-09-19T00:00:00.000Z,False,,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)
16058,PCC road construction work on the path from Rambalak Yadav's house to primary school Tikulia in ward number 13 of Nagar Panchayat Chanpatia. Estimated Amount Rs. 1499999.,Normal/Others,Shri Satish Chandra Dubey (2022-28),Sitting Rajya Sabha,Bihar,Rajya Sabha,1491583.0,2024-09-20T00:00:00.000Z,False,,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)
60541,Construction work of connection road and drain from Mr. Sunil Mishra's house to the further road from Mr. Santosh Pandey's house in Ward No. 28 Sant Kabir Road of Municipal Corporation Bettiah. Estimated Amount 900000/-,Normal/Others,Shri Satish Chandra Dubey (2022-28),Sitting Rajya Sabha,Bihar,Rajya Sabha,892719.0,2024-09-20T00:00:00.000Z,False,,PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)
134145,Construction of Building for Sri.Vidhyadiraja Arts and Sports Club in Panmana Grama Panchayat of Chavra constituency,Normal/Others,Shri NK Premachandran,KOLLAM,Kerala,Lok Sabha,96867.0,2024-09-27T00:00:00.000Z,True,,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)
144105,"Construction of Cement Concerete Road from house of Durga Vikas Dharange to house of Sunita Hedaoo at Galli No.24, Vinoba Bhave Nagar.",Normal/Others,Nitin Jairam Gadkari,NAGPUR,Maharashtra,Lok Sabha,458593.0,2024-09-30T00:00:00.000Z,True,,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA)
145003,"Construction of Boundary Wall to PACS Godown, Hunsa",Normal/Others,Arvind Dharmapuri,NIZAMABAD,Telangana,Lok Sabha,492446.0,2024-10-08T00:00:00.000Z,False,,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)
144976,Construction of Community Hall in Munnurukapu Wada,Normal/Others,Arvind Dharmapuri,NIZAMABAD,Telangana,Lok Sabha,400000.0,2024-10-08T00:00:00.000Z,False,,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)
88746,Construction Work of Interlocking Tiles and Drain at Nadi Road,Normal/Others,Shri Kapil Sibal (2022-28),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,898506.0,2024-10-17T00:00:00.000Z,True,,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA)
133992,Providing Highmast Lights Near Anjaneya Swamy Temple Jagaboinpally(V) of Urkonda(M). Nagarkurnool Dist.,Normal/Others,Shri Damodar Rao Divakonda (2022-28),Sitting Rajya Sabha,Telangana,Rajya Sabha,196489.0,2024-10-19T00:00:00.000Z,True,,NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA)
49270,Installation work of solar high mast light near Shiv ji temple in Gram Panchayat Khaddeur.,Normal/Others,Shri Hardeep Singh Puri (2020-26),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,119000.66,2024-10-21T00:00:00.000Z,False,,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)
125523,"Construction of Class Rooms (Addl Building)in Hindu Nadar Middle school in kadayalurity village in serndamaram Panchayat of Meelaneelithanallur Panchayat Union, Tenkasi",Normal/Others,Shri K.R.N. Rajeshkumar (2022-28),Sitting Rajya Sabha,Tamil Nadu,Rajya Sabha,3295761.0,2024-10-24T00:00:00.000Z,True,,TENKASI(DISTRICT COLLECTOR TENKASI_IDA)
137679,GRAM SONIYAPATH ME C.C. ROAD NIRMARAN (SHYAM LAL BHAINA GHAR SE NADI KI ORE),Normal/Others,KAMLESH JANGDE,JANJGIR CHAMPA,Chhattisgarh,Lok Sabha,999941.0,2024-10-28T00:00:00.000Z,True,,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA)
147243,Construction of Community hall in Yadava Wada,Normal/Others,Arvind Dharmapuri,NIZAMABAD,Telangana,Lok Sabha,450000.0,2024-11-04T00:00:00.000Z,False,,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)
150759,Construction of Compound wall to Community hall near Munnurukapu wada at Dharpally (V) & (M),Normal/Others,Arvind Dharmapuri,NIZAMABAD,Telangana,Lok Sabha,400000.0,2024-11-11T00:00:00.000Z,False,,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)
148991,Construction of Library Building,Normal/Others,Arvind Dharmapuri,NIZAMABAD,Telangana,Lok Sabha,298749.0,2024-11-11T00:00:00.000Z,False,,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)
137748,"Construction of the Protective wall below the Sanskrit Mahavidalaya, Thekabong under lapthang Village",Normal/Others,Shri Dorjee Tshering Lepcha (2024-30),Sitting Rajya Sabha,Sikkim,Rajya Sabha,499284.0,2024-11-14T00:00:00.000Z,False,,Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)
133793,"2Sena Mahto House to Moli Mahto house by Sravan ji House , Blcok Pandarak, Gram Panchayat Raily, Gram Raily English,Under  Mokama Lagislative Assembly Constituency. (Estimated Amount 15,00,000/- Fifteen Laksh only)",Normal/Others,Shri Shambhu Sharan Patel (2022-28),Sitting Rajya Sabha,Bihar,Rajya Sabha,1481756.0,2024-11-15T00:00:00.000Z,True,,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)
48345,Installation work of solar high mast light near Praveen Singh's house in development block Robertsganj village Meuri khurd.,Normal/Others,Shri Hardeep Singh Puri (2020-26),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,119000.78,2024-11-16T00:00:00.000Z,False,,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)
149004,Construction of CC drains from Guddenugula Chinna Gangram House to Chilakamar Laxman House 28.00 to 60.00 Rmt and Vanjari Vinoda house to Allem Pedda Lasmanna House,Normal/Others,Arvind Dharmapuri,NIZAMABAD,Telangana,Lok Sabha,100670.0,2024-11-16T00:00:00.000Z,False,,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)
49099,Installation of a solar high mast light on the main road of Gram Panchayat Amauli of Rawatsganj development block.,Normal/Others,Shri Hardeep Singh Puri (2020-26),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,119000.78,2024-11-16T00:00:00.000Z,False,,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)
149006,Construction of CC drains from Kandela Gnagaram House to Old Gp building and Mohmed Lal House to Muppeda Ukkudar House,Normal/Others,Arvind Dharmapuri,NIZAMABAD,Telangana,Lok Sabha,412381.0,2024-11-16T00:00:00.000Z,False,,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)
141626,Ggam panchayat Abhana me pani ke tenkar ki khared,Normal/Others,RAHUL SINGH LODHI,DAMOH,Madhya Pradesh,Lok Sabha,198724.0,2024-11-18T00:00:00.000Z,True,,DAMOH(DISTRICT COLLECTOR DAMOH_IDA)
141630,GRAM PANCHAYAT JORTALA KHURD ME PANI KE TENKAR KI KHARED,Normal/Others,RAHUL SINGH LODHI,DAMOH,Madhya Pradesh,Lok Sabha,198724.0,2024-11-18T00:00:00.000Z,True,,DAMOH(DISTRICT COLLECTOR DAMOH_IDA)
141643,GRAM PANCHAYT PIPRIYA SAHNI ME PANI KE TENKAR KI KHARED,Normal/Others,RAHUL SINGH LODHI,DAMOH,Madhya Pradesh,Lok Sabha,198724.0,2024-11-18T00:00:00.000Z,True,,DAMOH(DISTRICT COLLECTOR DAMOH_IDA)
92279,Water Cooler (Blue Star 80x120 lts) with water supply connection,Normal/Others,Shri B.L. Verma (2020-26),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,280643.0,2024-11-20T00:00:00.000Z,True,,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)
133792,"3 Suresh Mahto House to Dinesh Mahto house by Dev Raj Prasad House. Block Pandarak, Gram Panchyat Raily, Bind Toli, under Mokama Lagislative Assembly Constituency,(Estimated Amount 15,00,000/- ( Fifteen Lakhs only)",Normal/Others,Shri Shambhu Sharan Patel (2022-28),Sitting Rajya Sabha,Bihar,Rajya Sabha,1484806.0,2024-11-20T00:00:00.000Z,True,,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)
114458,High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W),Normal/Others,Shri B.L. Verma (2020-26),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,163428.82,2024-11-20T00:00:00.000Z,True,,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)
40509,Construction of Interlocking and Naali Cover from Ramashish House To North Side Naala Via Basti Village Sikari,Normal/Others,Smt. Darshana Singh (2022-28),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,997000.0,2024-11-22T00:00:00.000Z,True,,CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)
150761,Construction of Artisan shed near Sub Station of Yellareddypally,Normal/Others,Arvind Dharmapuri,NIZAMABAD,Telangana,Lok Sabha,494999.0,2024-11-26T00:00:00.000Z,False,,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)
81491,Construction work of P. C. C. Road from rajdev paswan's house to uday ojha's house in Badhadwa Kala Purvi of Kotwa block east champaran bihar. Estimated amount rs. 1000000.,Normal/Others,Shri Satish Chandra Dubey (2022-28),Sitting Rajya Sabha,Bihar,Rajya Sabha,989459.0,2024-11-28T00:00:00.000Z,False,,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)
136187,Construction of CC Road from DBR Bailu continuation Road to Mangunta Village Road in Mangunta GP of SR Puram Mandal in GD Nelloore Constituency.,Normal/Others,DAGGUMALLA PRASADA RAO,CHITTOOR,Andhra Pradesh,Lok Sabha,492138.0,2024-11-30T00:00:00.000Z,True,,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA)
